0.87087,0.013815,0.03142,0.026188,0.0068299,0.030404,0.029502,0.011878,0.038521,0.029688
0.64011,0.036185,0.018578,0.011354,0.0083193,0.021344,0.043465,0.01184,0.12334,0.041234
0.77332,0.026246,0.026944,0.0096366,0.01013,0.04075,0.049923,0.011952,0.044879,0.0131
0.84447,0.0083722,0.030132,0.020749,0.0070953,0.03325,0.050962,0.020145,0.03375,0.034288
0.83417,0.017547,0.027227,0.012327,0.0029791,0.022642,0.046589,0.013347,0.091668,0.025095
0.77016,0.010552,0.019947,0.028521,0.0023862,0.032096,0.031738,0.043534,0.041162,0.020362
0.81561,0.010939,0.018187,0.019218,0.0024836,0.042131,0.042168,0.027424,0.052033,0.022208
0.85189,0.0091386,0.043479,0.031165,0.0032806,0.022281,0.057795,0.018764,0.031734,0.019544
0.85335,0.01135,0.024053,0.01774,0.002717,0.029391,0.043251,0.015562,0.05337,0.0273
0.88698,0.011128,0.029259,0.021,0.0039473,0.03168,0.046307,0.017194,0.030734,0.023818
0.85892,0.012431,0.018773,0.017345,0.0037977,0.025028,0.040097,0.017276,0.046857,0.03567
0.85057,0.010759,0.015741,0.019824,0.0036241,0.032785,0.031366,0.020771,0.053294,0.050662
0.84176,0.0073379,0.026611,0.022906,0.0051789,0.042747,0.032155,0.025087,0.032162,0.03499
0.76667,0.0071606,0.021802,0.024451,0.0042944,0.038992,0.021549,0.028177,0.048618,0.05408
0.84138,0.0069708,0.050429,0.022432,0.0062868,0.036909,0.049559,0.022554,0.02219,0.020183
0.81505,0.027907,0.034953,0.017337,0.018867,0.011869,0.063495,0.015132,0.012806,0.014625
0.88637,0.019564,0.035294,0.031813,0.0093009,0.01457,0.035962,0.013017,0.024692,0.019401
0.82781,0.024844,0.026448,0.020644,0.00783,0.024279,0.073663,0.010394,0.031042,0.018237
0.87813,0.021174,0.042773,0.012824,0.012111,0.010141,0.041682,0.014282,0.028674,0.020757
0.91087,0.017033,0.039691,0.012171,0.0088517,0.017616,0.068424,0.013324,0.030552,0.018874
0.40935,0.094953,0.025926,0.019645,0.075839,0.0064616,0.14348,0.011444,0.0089818,0.0048004
0.89779,0.018958,0.064042,0.021236,0.0061428,0.011948,0.035058,0.014788,0.026439,0.021462
0.73686,0.026682,0.072396,0.027498,0.013875,0.0094038,0.091442,0.014942,0.013562,0.01
0.85121,0.016691,0.071354,0.019803,0.010083,0.011961,0.086478,0.0095927,0.044058,0.012857
0.87138,0.0089171,0.045886,0.016431,0.008897,0.026842,0.10322,0.013178,0.029952,0.016477
0.85056,0.011821,0.025142,0.018715,0.0037744,0.028395,0.047839,0.013709,0.039654,0.030753
0.88801,0.0079935,0.031923,0.022507,0.0048921,0.032043,0.041974,0.016189,0.031601,0.028281
0.81864,0.012803,0.03341,0.025258,0.0018067,0.020486,0.030522,0.016418,0.064913,0.022675
0.577,0.013807,0.041277,0.081061,0.0052923,0.026264,0.12099,0.0088755,0.032757,0.011335
