0.9999	0.34488	0.97949	0.99812	0.97384	0.99943	0.99999	0.99567	0.9987	0.99973
0.99768	0.99515	0.99995	0.89033	0.82809	0.99927	1	0.18802	0.9993	0.97079
0.99356	0.98556	0.99975	0.99883	0.99318	0.99896	0.99999	0.89168	0.99859	0.99948
0.98923	0.99919	0.99928	0.99996	0.99717	0.99973	0.99944	0.99984	0.99937	0.99991
0.99768	0.99417	1	0.99858	0.1724	0.9989	0.99957	0.99831	0.99085	0.94688
0.99807	0.99865	0.99614	0.99987	0.99998	0.99955	0.99998	0.90317	0.96709	0.974
0.99192	0.99885	0.53277	0.99952	0.9999	0.99529	0.95731	0.97016	0.96724	0.9988
0.99703	0.99832	0.99968	0.999	0.95842	0.95832	0.99813	0.011153	0.048374	0.99597
0.99435	0.99952	0.99978	0.99553	0.99924	0.99982	0.99988	0.31567	0.82783	0.94809
0.99962	0.99757	0.04645	0.97917	0.99587	0.97312	0.98978	0.00026982	0.71277	0.99426
0.99903	0.99772	0.99111	0.99769	0.99933	0.38551	0.92841	0.059297	0.99839	0.96244
0.99763	0.8178	0.022176	0.17938	0.99793	0.61495	0.99803	0.99876	0.99999	0.98965
0.99682	0.99533	0.99999	0.97649	0.99936	0.88054	1	0.99903	0.99999	0.99911
0.99735	0.99546	0.10814	0.99868	0.99354	0.99696	0.99863	0.99744	0.99997	0.99878
0.99748	0.9994	0.98175	0.99868	0.99984	0.99639	0.99997	0.9396	0.99306	0.99902
0.99901	0.98414	0.96211	0.99983	0.99986	0.99719	0.99989	0.83637	0.99693	0.99787
0.99988	0.99914	0.99475	0.99995	0.99992	0.99933	1	0.86409	0.98915	0.99885
0.99859	0.99939	0.75379	0.99994	0.99976	0.98572	1	0.99985	0.997	0.99711
0.99992	0.99921	0.016852	0.56618	0.99699	0.98821	0.99999	0.99243	0.99857	0.9982
0.99986	0.99449	0.011705	0.16686	0.99896	0.98442	0.99995	0.99988	0.99904	0.9919
0.98174	0.99732	0.99222	0.71033	0.9998	0.97574	0.99999	0.99995	0.9673	0.99026
0.99983	0.62765	0.99703	0.95113	0.99988	0.99983	0.99998	0.99917	0.99905	0.965
0.98445	0.99947	0.9991	0.99994	0.99859	0.99889	0.99976	0.99968	1	0.99889
0.99985	0.99914	0.99989	0.94669	0.99983	0.99922	0.99997	0.98998	0.99999	0.99975
0.99791	0.99531	0.99996	0.9997	0.99957	0.99998	0.99764	0.99636	0.98529	0.9993
0.99495	0.91448	0.99995	0.99993	0.99646	0.98623	0.99817	0.99605	0.97158	0.99997
0.99888	0.98883	0.93109	0.99909	0.73673	0.99969	0.9915	0.79197	0.99517	0.99799
0.98637	0.00012548	0.98031	0.99933	0.84563	0.99728	0.98679	0.99582	0.99475	0.99984
0.67611	0.99321	0.9988	0.99968	0.9954	0.9999	0.99969	0.98887	0.99162	0.99971
0.9955	0.99933	0.99996	0.94769	0.99997	0.99973	0.99979	0.95858	0.97763	0.99898
0.90156	0.99947	0.99989	0.99992	0.99918	0.98599	0.98689	0.99974	0.94864	0.9958
0.99733	0.99874	0.90305	0.99993	0.99939	0.99249	0.99999	0.98311	0.99929	0.97714
0.99594	0.99982	0.99692	0.99992	0.99649	0.99925	1	0.78577	0.99559	0.99998
0.98945	0.98646	0.93119	0.99916	0.99825	0.54569	0.94575	0.90051	0.91376	0.9906
0.99957	0.99962	0.98281	0.84841	0.99723	0.55912	0.99725	0.90013	0.99976	0.98413
0.99955	0.99656	0.038209	0.99739	0.90009	0.98878	0.99771	0.99296	0.9994	0.82597
0.99994	0.99789	0.99362	0.98972	0.99589	0.77752	0.65701	0.9998	0.99986	0.94746
0.95677	0.99807	0.98387	0.99878	0.47125	0.99957	0.99996	0.99978	0.34181	0.57842
0.99943	0.99635	0.70897	0.99852	0.99929	0.99583	0.99964	0.99762	0.38302	0.99918
0.92286	0.99813	0.11425	0.9999	0.98368	0.98592	0.99829	0.050887	0.98115	0.99995
0.99909	0.99599	0.83044	0.15033	0.99989	0.83832	0.76982	0.98559	0.88617	0.99995
0.99996	0.99401	1	0.99997	0.99915	0.99987	0.99391	0.99783	0.9894	0.99624
0.99763	0.9982	0.99997	0.99996	0.99764	0.96405	0.60556	0.99986	0.83258	0.99384
0.95423	0.99902	0.99998	0.99822	0.57195	0.057899	0.64423	0.99716	0.99982	0.933
0.99735	0.99869	0.99998	0.99865	0.99998	0.97244	0.99982	0.99648	0.99787	0.99889
0.99889	0.99939	0.23699	0.99576	0.99997	0.89173	0.99904	0.99903	0.96722	0.95329
0.99959	0.99855	0.72681	0.9996	0.99993	0.36961	0.99882	0.99424	0.99954	0.99792
0.99488	0.99859	0.95161	0.99921	0.99109	0.057536	0.99955	0.99996	0.99657	0.99767
0.99692	0.99973	0.94224	0.95735	0.99976	0.99884	0.99904	0.99947	0.98281	0.99943
0.88069	0.99855	0.91119	0.99651	0.94699	0.99961	0.99995	0.99939	0.99998	0.9955
0.96078	0.9694	0.99165	0.99985	0.99745	0.99991	0.98729	0.99884	0.99952	0.0075355
0.9755	0.98642	0.99997	0.99997	0.99969	0.99991	0.99914	0.99931	0.98679	0.99884
